label,ensemble,confidence,loss_based,entropy,inverted
0,0.33504363894462585,0.17818449437618256,0.4065870940685272,0.5056750178337097,0
0,0.4881032109260559,0.33771201968193054,0.6226891875267029,0.5197135806083679,0
1,0.5100516676902771,0.3608705997467041,0.6508405804634094,0.5268357992172241,0
0,0.8888721466064453,0.9443444609642029,0.9985436201095581,0.5585842728614807,0
1,0.8320594429969788,0.8274271488189697,0.9841774702072144,0.5370877981185913,0
0,0.7953388690948486,0.7655523419380188,0.9687764048576355,0.508036732673645,0
1,0.6561183333396912,0.5424333214759827,0.8467960357666016,0.5021330714225769,0
0,0.7162920832633972,0.6279171109199524,0.9082428216934204,0.5091404318809509,0
0,0.7081137299537659,0.6156374216079712,0.9006970524787903,0.5078998804092407,0
1,0.8165343999862671,0.7977076172828674,0.9775527119636536,0.5321512222290039,0
1,0.834683895111084,0.79465651512146,0.9767940044403076,0.63051837682724,0
1,0.5695163011550903,0.424126535654068,0.7248318195343018,0.5496646761894226,0
1,0.7277551889419556,0.6455026865005493,0.9183678030967712,0.5110346674919128,0
1,0.7941442728042603,0.7565183639526367,0.96598881483078,0.525706946849823,0
1,0.6812305450439453,0.567223072052002,0.8668535351753235,0.5379994511604309,0
0,0.3020370304584503,0.1428004652261734,0.35080036520957947,0.5229834914207458,0
1,0.5253151059150696,0.3770371377468109,0.6701361536979675,0.5322290658950806,0
1,0.33220604062080383,0.17519846558570862,0.40203186869621277,0.506569504737854,0
1,0.7081493139266968,0.6093895435333252,0.8967026472091675,0.5285620093345642,0
0,0.714009165763855,0.6189127564430237,0.9027488827705383,0.5267223715782166,0
0,0.7795791029930115,0.7307662963867188,0.9572161436080933,0.5219308733940125,0
1,0.7407850623130798,0.6641103625297546,0.9282457828521729,0.5192127823829651,0
1,0.4808039963245392,0.3300336003303528,0.6132144927978516,0.5175237655639648,0
0,0.2944561839103699,0.1343284249305725,0.33678460121154785,0.5300548076629639,0
1,0.36312735080718994,0.20749327540397644,0.4500315487384796,0.5005871057510376,0
0,0.7466590404510498,0.6744110584259033,0.9333600997924805,0.5177528262138367,0
1,0.7505514621734619,0.6813161373138428,0.9366520047187805,0.5168209075927734,0
0,0.5939612984657288,0.4646225571632385,0.7702655792236328,0.5000303387641907,0
1,0.5691164135932922,0.4236987829208374,0.7243443727493286,0.5494956374168396,0
1,0.7891322374343872,0.7475651502609253,0.9630799293518066,0.5243710279464722,0
0,0.7559923529624939,0.6907565593719482,0.940979540348053,0.5164894461631775,0
0,0.807184100151062,0.7893751263618469,0.9754448533058167,0.5062805414199829,0
1,0.8523717522621155,0.8677594065666199,0.991098165512085,0.544143557548523,0
0,0.43884897232055664,0.28074881434440613,0.5505357980728149,0.5316756367683411,0
0,0.911615252494812,0.9946673512458801,0.9999873042106628,0.5687668323516846,0
1,0.44025203585624695,0.2875797748565674,0.5594301223754883,0.5072404742240906,0
0,0.6946693658828735,0.5959194302558899,0.8877243995666504,0.5060591697692871,0
0,0.6802612543106079,0.5754139423370361,0.8730601668357849,0.5043582320213318,0
0,0.8274055123329163,0.8184176683425903,0.9823124408721924,0.5355669856071472,0
0,0.913609504699707,0.9989791512489319,0.9999995231628418,0.570090115070343,0
0,0.6909846663475037,0.5822110772132874,0.8780577182769775,0.534385621547699,0
1,0.7418763041496277,0.666013240814209,0.9292092323303223,0.5189366340637207,0
1,0.896113395690918,0.9509512186050415,0.9988765120506287,0.5809115767478943,0
1,0.7151312828063965,0.6207510232925415,0.903887927532196,0.5263784527778625,0
1,0.6500500440597534,0.5213592648506165,0.8281683325767517,0.5511950254440308,0
1,0.47862547636032104,0.32774418592453003,0.6103752851486206,0.5168884992599487,0
0,0.7266258001327515,0.6437504887580872,0.9173940420150757,0.5108399391174316,0
1,0.7077618837356567,0.6151139140129089,0.900366485118866,0.5078485608100891,0
1,0.7461727261543274,0.6746999025344849,0.9334999918937683,0.5144636631011963,0
0,0.5588303804397583,0.4229288399219513,0.7234665751457214,0.5013610124588013,0
1,0.7513175010681152,0.6830692291259766,0.9374706149101257,0.515507698059082,0
0,0.8638687133789062,0.8913158774375916,0.994133710861206,0.5484442710876465,0
0,0.49199163913726807,0.34180721640586853,0.6277129650115967,0.5209177732467651,0
0,0.7724112272262573,0.7213059067726135,0.9536729454994202,0.5120982527732849,0
0,0.8283394575119019,0.8336095213890076,0.9853876233100891,0.5037027597427368,0
1,0.7542045712471008,0.6878073215484619,0.9396488070487976,0.5161103010177612,0
0,0.49065807461738586,0.34237247705459595,0.6284048557281494,0.5117357969284058,0
1,0.26976028084754944,0.10404787957668304,0.2840505838394165,0.5726044774055481,0
1,0.5586847066879272,0.4125509560108185,0.7115826606750488,0.5451561808586121,0
0,0.4060628414154053,0.24070394039154053,0.49685433506965637,0.5551976561546326,0
1,0.7458868622779846,0.673048734664917,0.9326978325843811,0.5179409980773926,0
0,0.8740061521530151,0.9125210046768188,0.9962823390960693,0.5524243116378784,0
0,0.6246925592422485,0.501909077167511,0.8096176981925964,0.5004091858863831,0
1,0.526932418346405,0.37875300645828247,0.6721677780151367,0.532820463180542,0
1,0.6895143389701843,0.5799311399459839,0.8763967156410217,0.5349158048629761,0
0,0.7972100377082825,0.7692712545394897,0.9698818325996399,0.5077440738677979,0
0,0.6845558285713196,0.5722966194152832,0.8707220554351807,0.5367416739463806,0
1,0.8290217518806458,0.7811790108680725,0.973259687423706,0.6362312436103821,0
0,0.839120090007782,0.8569995760917664,0.9894717931747437,0.5026577115058899,0
1,0.7530306577682495,0.6858771443367004,0.9387674927711487,0.515863835811615,0
1,0.8320780992507935,0.8274635672569275,0.984184741973877,0.5370939373970032,0
1,0.661361813545227,0.5376529097557068,0.8427007794380188,0.5461015105247498,0
0,0.39031529426574707,0.23569045960903168,0.48993104696273804,0.5003334283828735,0
0,0.830219030380249,0.8238540887832642,0.9834523797035217,0.5364821553230286,0
0,0.5061601996421814,0.3567569851875305,0.6458851099014282,0.5255168080329895,0
1,0.9109731912612915,0.9932202696800232,0.9999794363975525,0.5684666037559509,0
1,0.7335572838783264,0.6516298651695251,0.9217132925987244,0.5210997462272644,0
0,0.428449422121048,0.2752839922904968,0.5433682203292847,0.5049427151679993,0
0,0.5554770827293396,0.41895878314971924,0.718932032585144,0.5016038417816162,0
1,0.4317091107368469,0.27867743372917175,0.5478245615959167,0.5055415630340576,0
0,0.6363120079040527,0.5020621418952942,0.8097689151763916,0.557897686958313,0
0,0.49319759011268616,0.34537380933761597,0.6320720314979553,0.5110962390899658,0
0,0.6560205221176147,0.5423030257225037,0.8466853499412537,0.50212562084198,0
0,0.7842910885810852,0.7390086054801941,0.960160493850708,0.523117184638977,0
1,0.5551621317863464,0.4087913930416107,0.7072529196739197,0.5437219142913818,0
0,0.7345952391624451,0.6534092426300049,0.9226675629615784,0.5208224654197693,0
0,0.7746158242225647,0.7221749424934387,0.9540058374404907,0.5207173824310303,0
1,0.2737690508365631,0.10946357250213623,0.29382362961769104,0.5622708201408386,0
0,0.44134455919265747,0.28871917724609375,0.5609068274497986,0.5074707865715027,0
0,0.3062662184238434,0.1474469006061554,0.35836926102638245,0.5196987390518188,0
1,0.4363364577293396,0.2777246832847595,0.5465752482414246,0.5330823659896851,0
0,0.774455189704895,0.7218984961509705,0.9539000988006592,0.5206787586212158,0
0,0.8785609006881714,0.9221798181533813,0.9970871806144714,0.5542705655097961,0
0,0.7595940232276917,0.697606086730957,0.9439970850944519,0.5147634744644165,0
1,0.7511521577835083,0.6827988028526306,0.9373447895050049,0.5154736042022705,0
0,0.45072412490844727,0.29851096868515015,0.5735180974006653,0.5095625519752502,0
0,0.7522363662719727,0.6845740675926208,0.9381678104400635,0.5156981945037842,0
0,0.4797687530517578,0.3294922113418579,0.6125436425209045,0.5147720575332642,0
1,0.7122619152069092,0.6218384504318237,0.904557466506958,0.5085175633430481,0
0,0.8262979984283447,0.8162864446640015,0.9818533658981323,0.5352102518081665,0
0,0.41365551948547363,0.2501179277896881,0.5097260475158691,0.5485895872116089,0
0,0.3484032154083252,0.19217006862163544,0.4275932013988495,0.5024895071983337,0
1,0.7156823873519897,0.6269940733909607,0.9076894521713257,0.5090447664260864,0
0,0.7753499746322632,0.7268429398536682,0.9557682275772095,0.5115277171134949,0
0,0.8095778822898865,0.7942709922790527,0.9766970872879028,0.5059532523155212,0
1,0.549004077911377,0.40222489833831787,0.6996586918830872,0.5412531495094299,0
1,0.43695783615112305,0.2784731090068817,0.5475566983222961,0.5327295660972595,0
1,0.4459802806377411,0.29355648159980774,0.567154586315155,0.5084792971611023,0
1,0.44558489322662354,0.29314371943473816,0.566622793674469,0.5083913207054138,0
1,0.700467050075531,0.5970956087112427,0.8885286450386047,0.5310866236686707,0
0,0.2747648060321808,0.11076173931360245,0.2961420714855194,0.5600164532661438,0
0,0.6681802272796631,0.5587003231048584,0.860176682472229,0.5031471252441406,0
1,0.8435103297233582,0.8499618172645569,0.9883233904838562,0.5409810543060303,0
0,0.6566502451896667,0.5431420207023621,0.847396731376648,0.502173662185669,0
1,0.7443315386772156,0.6717276573181152,0.9320514798164368,0.5140992999076843,0
1,0.676007866859436,0.5593281388282776,0.8606762886047363,0.5400301814079285,0
1,0.43824589252471924,0.2800234258174896,0.549587070941925,0.5320084691047668,0
0,0.8188827633857727,0.813565731048584,0.9812572002410889,0.5047677755355835,0
1,0.2829294800758362,0.12091951072216034,0.3139818608760834,0.5448445081710815,0
0,0.7726441621780396,0.7187878489494324,0.9526997804641724,0.5202455520629883,0
0,0.3421550691127777,0.18564213812351227,0.41785410046577454,0.5037828087806702,0
0,0.8796262741088867,0.9500845670700073,0.9988353848457336,0.5002915263175964,0
0,0.878196656703949,0.9466590285301208,0.9986653923988342,0.5003340840339661,0
0,0.4554344415664673,0.30059918761253357,0.5761896371841431,0.5235945582389832,0
1,0.44949281215667725,0.2972245514392853,0.5718691945075989,0.5092765092849731,0
0,0.7343164086341858,0.6529308557510376,0.9224117398262024,0.5208967328071594,0
1,0.8087176084518433,0.7831048369407654,0.9737832546234131,0.5298119187355042,0
0,0.5526845455169678,0.4156537353992462,0.7151460647583008,0.5018231868743896,0
1,0.742153525352478,0.6682271957397461,0.9303194284439087,0.5136743783950806,0
0,0.4265485405921936,0.26588737964630127,0.530931830406189,0.5391043424606323,0
0,0.4778905212879181,0.32697200775146484,0.6094162464141846,0.5166761875152588,0
0,0.5181691646575928,0.36946213245391846,0.6611300706863403,0.529661238193512,0
1,0.6745253205299377,0.5571032762527466,0.8589003682136536,0.5406191945075989,0
0,0.7500711679458618,0.6804606318473816,0.9362499713897705,0.5169343948364258,0
1,0.735345184803009,0.657392144203186,0.9247757792472839,0.5123897790908813,0
0,0.4837638735771179,0.3342200517654419,0.618389368057251,0.5136005282402039,0
1,0.8974759578704834,0.9937052726745605,0.9999822974205017,0.5000044703483582,0
0,0.7065491080284119,0.6068111658096313,0.8950231075286865,0.5290771722793579,0
1,0.7729316353797913,0.7192807793617249,0.9528912901878357,0.5203139185905457,0
0,0.7441087961196899,0.6713689565658569,0.9318752884864807,0.5140554904937744,0
1,0.4066636562347412,0.25264525413513184,0.5131540298461914,0.5017197728157043,0
1,0.5603656768798828,0.4143458902835846,0.7136451005935669,0.545846164226532,0
1,0.7459900379180908,0.674404501914978,0.9333569407463074,0.5144273042678833,0
0,0.7280865907669067,0.6423234343528748,0.9165952801704407,0.5225955843925476,0
1,0.30137211084365845,0.14206528663635254,0.349595308303833,0.5235393047332764,0
1,0.8120299577713013,0.7892634868621826,0.975415825843811,0.5307914018630981,0
0,0.6223586797714233,0.499001145362854,0.806728184223175,0.5003345012664795,0
1,0.7013793587684631,0.6056886315345764,0.8942862153053284,0.5069471001625061,0
